doc_id	norm
2	60.48751611719244
11	41.461457353119926
20	141.39701745350885
28	27.27878626409839
29	224.3467742131283
32	17.879139558394467
35	26.618721410076432
38	34.137095290850525
39	29.093487934285296
43	88.683286782966
53	44.866387220780204
56	24.77933474929232
59	49.52651907153622
64	22.550682248990906
70	306.8724185692855
77	25.243296740351493
79	455.7250625539215
94	38.17077418735877
95	167.2556032569339
101	123.14001786756235
102	924.4093082547131
117	7.96944664293443
119	110.82138808432934
122	1005.7046616286309
130	63.019218097729556
136	67.48371113407875
137	125.16842349747685
140	474.0690096105293
156	142.228486793515
158	122.02123273721891
161	89.8433956076106
164	56.55699993562086
172	75.8946341667818
176	41.38882692552509
178	83.36372017607262
179	35.647490141193074
182	17.879139558394467
184	42.452988796517744
185	114.50504535240698
186	30.156100445104613
187	258.07065749043966
191	140.33229930681097
193	103.58136597614147
195	503.0286093397825
206	55.256486402441894
209	47.386095815428156
212	22.91848259985504
216	25.720275402133566
219	113.70203012093444
223	38.32233190271878
225	200.6757400658393
229	60.95796615723318
231	129.9001197477337
234	273.9634361051968
236	30.09729613273947
239	252.4799395725185
241	98.51737806133976
242	114.6242410156565
244	75.55243365158927
247	227.15497082526812
252	48.50773361453926
254	178.92617791018648
259	37.675420314838874
264	362.82507587806003
271	20.39237146731631
272	53.10260212045163
282	52.788555234586674
287	57.213542486829816
288	42.34302813466162
292	915.3354662317868
307	90.21025471682889
311	50.69441872799696
316	172.93845196026922
319	260.2094782652993
320	122.65176975275742
325	182.4150212141518
328	39.598808954396844
332	26.308404267403304
334	51.84123263652902
335	130.25962564930757
340	49.77811606461646
344	143.36914838106222
350	127.9206485254514
357	130.67194892163135
363	51.4886882864574
364	84.11569782387537
368	90.76387874225091
372	64.50848674161375
374	376.5851500027728
378	75.86065511788249
383	201.90011337559756
388	37.6863496609058
392	407.8675431710918
411	211.19419448377602
417	158.39477211503328
420	658.9428120079316
437	211.9105922666403
440	66.70689167966248
442	89.24428940399095
444	48.25699538192609
447	95.9264603891955
454	23.12507495357273
455	37.79792934010661
459	93.49816590084282
467	37.250469418101396
470	50.23335678614929
475	34.82965028765737
479	32.556338137826
482	115.76165189897328
485	21.373398343507464
487	26.673643520091282
489	9.202324329181105
490	180.30655635100436
3	54.256026242705445
7	29.32589693050933
10	12.22238706327383
13	92.41230461292352
16	65.69895367022103
18	30.280776947285645
19	51.094990785643205
24	289.7168064907057
34	135.44024184309205
37	117.55140687522618
40	112.57627690909582
44	23.958140651814826
45	18.017362660278355
47	359.81437991037643
57	832.9639187460947
69	125.60803373091525
73	89.34654426074844
78	151.7705498447385
81	228.91485829847645
87	22.540999054093202
90	9.49655374577036
92	331.91676503504254
105	32.382247702847856
106	72.43203766968247
108	135.48597913754335
110	409.65070574087866
115	976.2866184863688
143	43.757526084825834
146	68.88486149967683
147	157.25999837840362
150	77.84870620184391
152	615.2177521658388
163	79.5907126248906
166	9.315900677609772
168	40.902789100735454
169	194.33966806717032
173	1603.2073594147512
200	170.42899258604663
205	48.57602032317652
208	196.50404396838854
210	989.718034040778
217	42.522526847769754
221	113.44172348823093
226	20.179318569163318
227	44.80193867448155
230	45.95736535584319
232	733.4208899254029
249	99.77887458654796
255	54.01512238133403
256	65.01429909638652
258	53.94154932357357
261	78.56337415327657
265	446.5172681967961
267	547.7193065221743
274	35.95764174837284
276	22.643756153883658
278	34.32026663568982
279	228.385044814248
286	90.9775630339223
291	150.6778497786513
296	66.57662832173446
299	75.82970587515948
304	988.7028980804387
323	174.7035557652603
327	51.67898855627438
331	399.19644942227893
339	30.913713661916784
345	82.5228961196504
349	142.31788845300935
359	605.1720323209769
376	285.8753796691786
381	85.99150494031873
384	150.3240640633098
389	238.1494350258046
399	105.84680058338161
402	37.18606231470585
405	54.7912996685104
413	94.081408790312
416	33.53699376275359
418	85.13463921570458
421	90.76387874225091
425	476.3417338171535
430	353.3034991980973
438	1154.6468025252202
461	8.995162024469478
462	34.337415164640696
468	528.7315505213843
480	24.90556265407191
481	103.5585648227596
484	130.1486451674616
491	105.11404526872465
493	17.879139558394467
494	112.32493496461333
496	242.32024499595963
6	23.36283753966416
8	986.750911812256
48	1052.8284035248942
62	49.84010503848955
65	37.250469418101396
68	6.507025935841906
72	567.3989366351278
85	13.094608756833043
88	761.2393214248142
96	139.44571936780076
99	1288.1385305535375
114	85.49219252662239
118	107.78385823704505
120	25.160634067854474
121	53.74127626169566
124	60.703191203940435
128	3522.0941753688644
312	7.96944664293443
314	66.6465945825032
317	1354.3382989232027
342	49.54184007820899
343	14.865346475896326
346	42.91678359386672
347	20.39237146731631
352	82.51297061385262
354	13.709788431672537
355	135.3499213863388
362	291.6485970784872
370	143.24876505004377
379	58.64890248434877
382	19.77204269652963
386	290.62305119494926
391	23.331821015336907
394	51.924749729147386
396	58.24998964050329
398	197.02726665111072
406	271.5831607434249
409	96.7825874883161
412	21.40143523690335
415	184.09170511783407
419	90.92967161606032
422	88.52302400438708
431	5.111987788356544
434	97.09207099207306
439	537.2777006943057
448	58.44600502699023
452	53.35843868537446
453	135.0304907456386
457	18.094794627152083
460	517.0047896968379
476	371.82262123457843
486	100.54766513283579
492	260.96573818157793
497	241.07232465760615
5	99.85209917687845
12	94.67548737222832
15	71.09786511564403
22	72.33616762366394
25	17.879139558394467
27	10.207196749694267
30	20.801092723629676
33	219.50206026626626
42	205.43922353830214
50	310.0759259026102
58	79.52605572437496
60	14.622248972858035
63	24.035392207412524
67	74.1001286339041
71	218.0173134161771
74	67.00516899703904
76	111.22126466306516
80	13.527622590750205
82	65.19508957464302
84	702.0575679025263
100	105.38120055693516
104	1186.6472761656967
126	302.529471831248
131	35.94593415883463
132	74.12914944869695
135	69.612986219252
138	132.51129901800803
142	57.846814983738355
145	78.08750218240337
148	118.3191161350804
151	107.75037390122276
155	70.13845039659685
160	366.60206492977335
162	56.70294891092164
167	38.18056502409633
171	486.1663397790657
180	882.4787852833941
192	176.8548968032542
196	50.89607905862429
197	255.20407428156025
202	26.57023040504645
203	140.38353871227008
214	9.468077890622007
215	125.07523058510971
218	10.346272710245186
220	40.982309917609676
222	3012.1312465866076
246	19.179155529854743
248	8.783114859403653
251	13.982058692023264
253	39.04972957644861
257	165.63055319913994
262	22.51369958619917
266	226.69053033436168
268	558.9668086653136
277	63.37238567405298
281	37.380018131091575
284	78.4028270346961
285	45.33545776712707
289	91.2018069293523
293	50.05772494299735
298	52.39960315347181
300	58.98997919136257
303	26.114921851662395
306	38.967381110457026
308	125.35349661330473
309	152.79840756346098
313	62.2358386139045
315	176.04504216754904
318	744.0371293929915
329	138.9008347008136
333	55.6579809832921
337	335.7229071320687
348	116.64938939826936
358	18.30373144911524
360	143.86576417887986
367	7.864189656744678
369	18.321614372474695
371	29.728365812560757
373	64.48459387539151
375	68.17776943238351
377	95.73648590181602
380	47.20771013816033
387	64.30722761096739
393	133.030751491784
397	131.9762291799474
400	39.23273203681919
403	33.675082316738724
408	742.4753643295077
423	7.729310873654794
424	28.36346847733305
426	71.51619806591569
427	17.879139558394467
432	28.87204905744579
435	18.994079303279197
436	252.29392995520234
441	20.710278252212326
443	138.41322111175003
445	71.62979511985655
450	19.521077807525717
451	48.854248433889715
456	81.29482144129175
458	121.54688392139403
463	91.01683127741383
464	84.7921434750633
466	22.0812334676847
469	93.0319651737644
471	22.06639855281716
473	73.0294945212612
474	5.111987788356544
477	34.249246545469916
478	331.67162184586965
495	71.20445276802229
498	27.12482488503994
1	13.627255687695252
4	47.7479204474341
9	89.30349793705342
14	27.613236616463197
17	28.46028995023649
21	46.854247371901195
23	98.10382024785231
26	66.20571395067651
31	273.9745169083166
36	116.52279955169499
41	112.07458921466201
46	137.83698850129124
49	85.8049476207866
51	20.780442603558743
52	21.54271688969575
54	40.1960074733127
55	290.53100382001656
61	34.1921940496145
66	400.02210253909095
75	578.7471887484841
83	79.4112453305024
86	71.4736915206026
89	96.5298209660102
91	99.08850421652319
93	247.15432900216723
97	132.65341555696997
98	88.6174607471015
103	630.9566409426179
107	18.473520404939837
109	262.34566318261477
111	131.0702810213639
112	20.048687841987288
113	14.920021784743895
116	124.56592121215324
123	146.77985043466597
125	253.81096535557487
127	111.7585060180182
129	59.27680443014961
133	362.848587657466
134	58.02033994652733
139	43.33476176244718
141	19.136652858574006
144	109.64012880243595
149	89.58896773434334
153	56.7269369546661
154	69.74904364358525
157	18.871458668837253
159	112.90911312261359
165	155.74190164984608
170	115.51706672639223
174	92.46159954979062
175	42.296358452168036
177	322.27981045306893
